"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"M10490","GOBP_METANEPHROS_DEVELOPMENT","44/7046","91/16896",0.118695060244356,0.438113919943031,0.381995583370195,"TFAP2B/RDH10/RET/MYC/SIX1/FBN1/GLI3/WWTR1/GPC3/BCL2/SOX8/AQP1/KIF26B/SPRY1/BMP4/SOX9/PAX2/STAT1/SOX17/LAMB2/ID2/PDGFRB/FOXC2/APH1A/CD34/DLG5/NF1/ITGA8/ID3/LIF/AKR1B1/HOXC11/SMO/PAX8/CTNNB1/PKD2/SMAD4/WNT7B/PKD1/HOXA11/SLC22A6/HNF1B/FGF8/AGTR2",44
"M35043","HP_THIN_SKIN","44/7046","91/16896",0.118695060244356,0.438113919943031,0.381995583370195,"SLC2A10/COL1A2/COL3A1/TGFB3/ORC1/PIK3R1/NR3C1/COL1A1/NEDD4L/LIFR/MTAP/PRKD1/TGFBR1/PLOD1/TMTC3/PTDSS1/SATB2/CAV1/DDR2/LRP6/BRAF/DHX30/UBE3B/TNXB/PDGFRB/TGFBR2/PDE11A/SMAD3/EMILIN1/LMNA/ARF1/SOX18/RECQL/XPA/PPP1CB/KDF1/SMAD2/USP8/SLC39A13/EDA/WNT10A/ERCC3/XPC/USP48",44
"M36861","HP_ABNORMAL_LOWER_LIMB_EPIPHYSIS_MORPHOLOGY","44/7046","91/16896",0.118695060244356,0.438113919943031,0.381995583370195,"MATN3/SLC2A10/COL1A2/RET/COMP/COL10A1/MEG3/COL1A1/BMP4/CCN6/CDC6/COL9A3/RAD21/CHST3/ATP7A/RAB3GAP2/PLOD3/KIF22/HSPG2/PEX5/TONSL/HESX1/FN1/PIK3C2A/DNAJC21/TRPV4/NEK9/IYD/EP300/PCNT/EXT1/HS2ST1/SKIC3/CREBBP/AIFM1/DVL3/COL9A1/TINF2/GNPTG/RINT1/SLC39A13/IHH/COL11A2/SRCAP",44
"M13900","GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH","75/7046","161/16896",0.11889462606749,0.438113919943031,0.381995583370195,"AGR2/ERBB4/MAPT/BCL11A/SYT1/IGF2/SYT17/ACACB/EFNA5/ZFPM2/ATP8A2/IGF1/CDK1/CACNA2D2/HOPX/GHR/BBS4/YBX3/BCL2/PPARD/NEDD4L/GPAM/CCNB1/SEMA5A/NTN1/TBX5/CSF1/CHD7/VEGFA/CXCL12/PEX5/HSF1/FGFR1/NOTCH1/SMURF1/FN1/PIM1/VIL1/SRF/BMPR2/MEF2C/PLAA/RASAL1/DLL1/AKT1/CPNE8/SEMA4D/PAFAH1B1/MAP3K13/MAPK14/IST1/MACF1/BMPR1A/CREB1/FGFR2/SHTN1/SMO/TBX2/GOLGA4/LIMK1/TRPV2/SERP1/GLI1/FOXS1/CPNE6/GATA6/DRD2/SOX15/ADCY10/CPNE9/AKAP6/GHRHR/GPR21/FGF8/DISC1",75
"M18616","GOMF_METAL_CLUSTER_BINDING","35/7046","71/16896",0.119426238338961,0.438113919943031,0.381995583370195,"ABAT/AOX1/GSTP1/RSAD2/KIF4A/PRIM2/CDKAL1/DNA2/DDX11/PPAT/NDUFS8/SLC25A39/REV3L/DPH2/FDX1/NDUFS1/ISCA1/GLRX3/SDHB/MUTYH/FBXL5/NDUFV1/NUBPL/EXO5/NDUFS2/ELP3/MOCS1/CISD1/FXN/ABCE1/UQCRFS1/GLRX2/IREB2/ISCU/CIAPIN1",35
"M46905","GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT","35/7046","71/16896",0.119426238338961,0.438113919943031,0.381995583370195,"SLC7A2/TTYH1/SLC1A2/SLC7A5/SLC7A8/SLC11A1/SLC1A6/UCP2/PER2/SLC3A1/SLC3A2/TNF/ACE2/SLC7A1/SLC38A10/SLC1A4/CLN8/SLC25A15/SLC38A9/SLC25A29/SLC25A13/SLC7A7/SLC38A4/SEPTIN2/SLC7A5P1/SLC25A22/SLC38A3/SLC7A6/KCNJ10/SLC25A18/SLC38A2/TTYH3/ARL6IP5/SLC43A2/SLC15A4",35
"M17583","GOCC_ORGANELLE_ENVELOPE_LUMEN","48/7046","100/16896",0.119469853725183,0.438113919943031,0.381995583370195,"PLAAT1/MICU3/AK2/CDC25C/STOML2/PNPT1/NLN/PRELID3A/CACYBP/GATM/TIMM8A/REXO2/ALOX5/COA7/CEP89/SUOX/FBXL4/STAR/CHCHD4/CHCHD7/CLPB/GFER/CYCS/TIMM23/STMP1/PRELID3B/NDUFS1/SORL1/ALPL/SIRT5/AKT1/PPOX/TUBB/TRAP1/COA6/COX4I1/NBR1/TIMM10B/CHCHD5/AGK/AIFM1/BLOC1S1/COX17/HTRA2/PRELID1/PANK2/CIAPIN1/CD2AP",48
"M10625","GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING","19/7046","36/16896",0.119489235530288,0.438113919943031,0.381995583370195,"PIK3R1/ZPR1/WDR77/CELF4/NCBP1/TRA2B/UPF3B/HNRNPLL/NUP98/HSPA1A/RBMX/PRDX6/SLC38A2/DAZAP1/HABP4/POLR2A/SETX/SLC39A5/CELF3",19
"M13382","GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING","19/7046","36/16896",0.119489235530288,0.438113919943031,0.381995583370195,"CHEK1/CDK1/BLM/PLK1/DONSON/TICRR/DTL/CLSPN/TAOK1/NBN/MRE11/NOP53/MBTPS1/ATM/CDC14B/RINT1/TAOK2/MBTPS2/SYF2",19
"M17165","GOCC_GERM_CELL_NUCLEUS","19/7046","36/16896",0.119489235530288,0.438113919943031,0.381995583370195,"DYNLRB2/TRIP13/AURKA/TCFL5/DYNC2H1/ACTRT3/DYNC2LI1/DYNC1I2/RPA1/DYNC1H1/RAN/WAPL/H2AX/DYNC2I1/GTF2B/DYNC1LI1/MLH1/H1-9P/TNP1",19
"M38307","HP_DYSPAREUNIA","19/7046","36/16896",0.119489235530288,0.438113919943031,0.381995583370195,"SOX10/FLRT3/CLEC7A/WDR11/IL17RD/CAV1/NDNF/CHD7/DUSP6/FGFR1/HESX1/IRF5/HLA-B/IL17RC/IKZF1/PROK2/DCC/IL17F/FGF8",19
"M38864","HP_INTESTINAL_FISTULA","19/7046","36/16896",0.119489235530288,0.438113919943031,0.381995583370195,"PKP1/MID1/CDK8/DACT1/NCF4/UBR1/POLR1B/POLR1C/IL10RB/ELF4/CCNQ/TCOF1/RECQL4/KDM6A/IL6/POLR1D/SYK/KMT2D/TCTN3",19
"M40449","GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_IMPORT","19/7046","36/16896",0.119489235530288,0.438113919943031,0.381995583370195,"SLC1A2/GPC3/IGF1/IRS1/PIK3R1/SORBS1/RNASEL/PRKCI/RHOQ/OCLN/RAP1A/CREBL2/AKT1/MAPK14/OSBPL8/MEF2A/FGF21/TERT/KLF15",19
"M25342","GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT","25/7046","49/16896",0.119495999440697,0.438113919943031,0.381995583370195,"GATA3/SLIT2/CDH11/BMP4/SOX9/AXIN2/TWIST1/TIE1/SLIT3/SNAI2/HEY1/TGFBR2/NOTCH1/NOTCH2/BMPR2/EFNA1/EMILIN1/SMAD6/NFATC1/HEYL/NOS3/NKX2-5/SMAD2/ROCK1/SNAI1",25
