"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"M34739","HP_WEBBED_NECK","66/9013","123/16896",0.508976290567597,0.879869686833133,0.801369078013838,"IGF1R/RYR1/CPLX1/SPRED2/SEMA3E/RPS29/CHD7/MRAS/GPC4/STXBP1/NSD2/MAPK1/AMER1/GPC3/NRAS/TAPT1/RRAS2/AEBP1/RPS15A/GATA2/SOS1/NF1/NAA10/CHST3/RPL15/B3GLCT/MAP3K7/BCOR/BRAF/ANKRD11/HEATR3/RPS20/RIT1/PIGL/TNNI2/CBL/SHOC2/LAMA5/RPL35A/ERI1/SNRPB/DVL3/PPP1CB/PIK3CA/TPM2/FANCL/KRAS/SOS2/RASA2/XYLT2/RAF1/FBXW11/PIEZO1/RPS26/TASP1/TMEM260/TBX2/WBP11/BLTP1/MAP2K1/LMNA/RPL18/EFNB1/RPL9/RPL11/NKX2-1",66
"M38141","HP_ABNORMAL_URINARY_ELECTROLYTE_CONCENTRATION","66/9013","123/16896",0.508976290567597,0.879869686833133,0.801369078013838,"SCNN1A/ENPP1/MUC1/ATP7B/SERPINA6/MAGED2/RRAGD/DCDC2/NHERF1/ATP6V0A4/NCF1/FAM20A/CLCN5/IFT140/DLG5/CLDN10/KCNJ10/GATM/NRAS/TMEM67/PIGT/FCGR2A/SURF1/CDC73/ALPL/DNAJB11/HLA-DRB1/STAR/NNT/CDKN2B/RFC2/GTF2IRD2/ALG5/KRAS/GNA11/CLIP2/FXYD2/CYP21A2/KCNJ5/CDKN1B/PKD2/SARS2/DNAJC30/GTF2I/PTH1R/ALG9/GNAS/PKD1/BAZ1B/SLC2A9/BUD23/CYP11A1/CYP11B2/LIMK1/NEK8/FKBP6/GABRA3/BTNL2/BSND/ADCY10/CASR/SLC12A3/HNF4A/HNF1B/MC2R/KCNJ1",66
"M12249","GOBP_EPITHELIAL_CELL_CELL_ADHESION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"ITGB5/THBS4/KIT/CYP1B1/DSP/CTNNA1/SERPINB8/SRF/KIFC3",9
"M12437","GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"RUNX1/RARA/LEF1/C1QC/CUL4A/HCLS1/EVI2B/INPP5D/PRDM16",9
"M12559","GOBP_ATRIAL_SEPTUM_MORPHOGENESIS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"NSD2/TGFB2/CCN1/TBX5/BMPR2/NKX2-5/SMO/ACVR1/ZFPM1",9
"M13732","GOBP_CELLULAR_RESPONSE_TO_ETHANOL","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SOD2/CCL7/CYBB/TP53INP1/ADCY7/DNMT3A/SPI1/PNOC/SLC23A2",9
"M14683","GOBP_REPLICATIVE_SENESCENCE","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"CDKN2A/CHEK1/CHEK2/CTC1/PLA2R1/ERCC1/ATR/ATM/TERT",9
"M14712","GOBP_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SLC44A4/AQP9/SLC28A3/SLC19A2/SLC25A19/SLC25A33/SLC29A2/SLC25A36/SLC28A1",9
"M14988","GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"ESR1/AR/SFRP1/RARA/SERPINB9/SP1/TRIM24/SFR1/CDK12",9
"M15119","GOBP_OSTEOBLAST_DEVELOPMENT","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"MSX2/PTHLH/TNN/SATB2/SMAD3/HOXA2/LIMD1/PTH1R/JUND",9
"M16287","GOBP_MESODERMAL_CELL_FATE_COMMITMENT","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SFRP2/BMP4/MESP1/PAX2/KLF4/BMPR1A/SMAD1/HOXA11/TRIM15",9
"M16983","GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"PLA2G7/APOC2/APOE/MSR1/LSR/APOO/APOM/APOF/APOA4",9
"M23257","GOBP_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"DKK3/BMP2/BMP6/DAB2/CYP21A2/CYP11B2/REST/PARK7/CYP17A1",9
"M23468","GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"COL4A5/ITGA2/COL4A6/UBASH3B/COL1A1/OSCAR/ITGA11/SYK/TSPAN9",9
"M23662","GOBP_HOST_MEDIATED_SUPPRESSION_OF_VIRAL_PROCES","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"PTX3/CCL5/CCL4/CCL3/ZNF639/REST/TFAP4/TARDBP/HMGA2",9
"M24227","GOBP_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"ADGRG6/RECK/MXRA8/FZD4/MFSD2A/LSR/CTNNB1/CLDN3/FOXP3",9
"M24301","GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"TBX3/PCM1/ATG14/SCOC/CSTPP1/TAPBP/SQSTM1/TRAPPC11/NCLN",9
"M24634","GOBP_PROTEIN_K6_LINKED_UBIQUITINATION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"UBE2S/UBE2T/RNF8/BRCA1/RNF14/UBE2D3/RNF25/UBE2D4/UBE2J2",9
"M24938","GOBP_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"COBL/DEF8/EPS8L1/EPS8/FAM98A/PFN1/RAC1/PLEKHM1/CARMIL2",9
"M24978","GOBP_MITOCHONDRIAL_RNA_MODIFICATION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"PUS1/FASTKD2/OSGEPL1/YRDC/TRIT1/GTPBP3/TRUB2/HSD17B10/MTO1",9
"M25151","GOBP_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"FUT4/CHST2/CCR2/FUT9/SELE/CHST4/CXCL12/FUT7/ST3GAL4",9
"M25547","GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"KMT5B/PRKDC/RIF1/MAD2L2/SETMAR/SMCHD1/CYREN/SHLD2/PARP3",9
"M26251","GOMF_LONG_CHAIN_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SLC27A2/FABP5/SLC2A1/ABCD3/SLC27A6/MFSD2A/ABCD4/ABCD1/SLC27A1",9
"M26380","GOMF_SECONDARY_ACTIVE_MONOCARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SLC16A1/SLC16A3/SLC6A11/SLC6A8/SLC10A3/SLC6A6/SLC10A4/SLC6A12/SLC6A13",9
"M26491","GOMF_SOLUTE_POTASSIUM_ANTIPORTER_ACTIVITY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SLC24A2/SLC9A6/TMCO3/SLC24A1/SLC9A7/SLC9A9/SLC9A1/SLC24A4/SLC9A2",9
"M26878","GOMF_HISTONE_METHYLTRANSFERASE_BINDING","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"GATA3/LCOR/LCORL/CTNNB1/PAXBP1/NOP56/PRDM1/WIZ/PRDM14",9
"M29388","GOBP_NEGATIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"IL27RA/CD69/JAK3/ZC3H12A/RC3H2/TBX21/LOXL3/RC3H1/FOXP3",9
"M34634","HP_CRANIAL_ASYMMETRY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"CPLX1/PTCH1/NSD2/NRAS/PEX19/AKT3/PIK3CA/KRAS/RNF135",9
"M34682","HP_SMALL_FOREHEAD","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"MAB21L1/TFAP2A/PIGN/INTS11/NDE1/DMXL2/IFT57/KATNB1/KDM5C",9
"M35009","HP_LATERAL_CLAVICLE_HOOK","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"ORC1/CDT1/DYNC2H1/INTU/NEK1/RBM8A/SLC35D1/DYNC2I1/IFT81",9
"M35142","HP_LENS_SUBLUXATION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"CBS/SALL2/LOXL1/ASPH/GNAQ/P3H2/EMILIN1/GNA11/SF3B1",9
"M35390","HP_COMPLETE_ATRIOVENTRICULAR_CANAL_DEFECT","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"CDC45/INTU/IRX5/TBX5/NKX2-5/PUF60/WDPCP/TRIO/GDF1",9
"M35829","HP_ANARTHRIA","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"DNAJC6/SPG11/FA2H/PODXL/SIGMAR1/KMT2B/NAA60/FTL/SPTLC1",9
"M36631","HP_DIAPHYSEAL_UNDERTUBULATION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"LBR/PTDSS1/SLC35D1/ERI1/IDUA/GUSB/RBSN/SP7/SOST",9
"M36716","HP_CRANIOFACIAL_OSTEOSCLEROSIS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SFRP4/AMER1/ANKH/SLC39A14/CSF1R/FAM111A/AP1S2/PLEKHM1/SOST",9
"M36801","HP_SHORTENING_OF_ALL_DISTAL_PHALANGES_OF_THE_FINGERS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"GLI3/PIGV/PGAP3/POR/PIGL/VPS35L/ALG6/PHF6/PIGY",9
"M36926","HP_LIMB_GIRDLE_MUSCULAR_DYSTROPHY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"HNRNPDL/FHL1/TMEM43/POMT2/HNRNPA1/TRAPPC11/EMD/SYNE2/LMNA",9
"M36987","HP_INFERIOR_CEREBELLAR_VERMIS_HYPOPLASIA","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"PIEZO2/VLDLR/BMP4/L1CAM/MED11/GEMIN4/INTS1/MDH1/LAMA1",9
"M37030","HP_POSTERIOR_FOSSA_CYST","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"ABAT/PLCH1/PDGFRB/DPH2/PUF60/POMT2/DPH1/LARGE1/ERCC5",9
"M37034","HP_SHORT_STEPPED_SHUFFLING_GAIT","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"MAPT/NR4A2/DNAJC6/PODXL/ATXN3/TRPV4/TBP/ATXN2/PRKAR1B",9
"M37063","HP_FACIAL_TELANGIECTASIA","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SLC2A10/BLM/CAST/VPS53/WNT10A/ATRX/POLE/ATR/ARPC4",9
"M37092","HP_EDEMA_OF_THE_DORSUM_OF_HANDS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"TGM1/RBM8A/ANGPT1/PLAA/KLHL41/ZNHIT3/KLHL40/GJC2/KNG1",9
"M37294","HP_HYPOPLASTIC_PELVIS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"COMP/FGFR3/POC1A/CEP120/CCDC8/NSDHL/ERCC6/ERCC8/CUL7",9
"M37369","HP_JOINT_CONTRACTURE_OF_THE_5TH_FINGER","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"GJA1/TMEM218/PIGL/KMT2B/FBXW11/ZDHHC9/ARPC4/HOXD13/CTCF",9
"M37414","HP_ANKYLOBLEPHARON","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"TP63/RIPK4/XPA/NAA10/BCOR/XPC/ERCC5/ERCC3/RAX",9
"M37913","HP_ADRENOCORTICOTROPIC_HORMONE_DEFICIENCY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"GLI3/CDKN2A/ARNT2/TBX19/CTNNB1/PRKAR1A/POMC/ZRSR2/TERT",9
"M37964","HP_HYPOPLASTIC_FIFTH_TOENAIL","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"KRT5/SOX11/SMARCE1/ARID1B/ARID2/SMARCA4/SMARCC2/PPP2R5D/SMARCB1",9
"M38225","HP_ABNORMAL_SARCOMERE_MORPHOLOGY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"RYR1/TNNT1/ADSS1/LAMA2/FXR1/CFL2/SQSTM1/DES/TTN",9
"M38451","HP_SHOCK","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SCNN1A/SCNN1B/SCNN1G/PSMB9/RFC4/TNF/DSP/NAA10/ATRX",9
"M38510","HP_MICROGRAPHIA","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"MAPT/NR4A2/PDGFRB/ATXN3/RAB32/FTL/TBP/SNCA/ATXN2",9
"M38696","HP_ABNORMAL_DENTATE_NUCLEUS_MORPHOLOGY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"CP/CLCN3/CYP27A1/PDGFRB/ERCC6/ERCC8/DPM1/FTL/ATN1",9
"M40354","GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"TYMS/UCK2/UPP1/CAD/UMPS/DCK/DCTD/CMPK1/UCKL1",9
"M41351","HP_FOCAL_T2_HYPERINTENSE_BASAL_GANGLIA_LESION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SPG11/PRNP/PDE10A/NDUFS1/NDUFS4/LRPPRC/PDSS2/ETHE1/ASL",9
"M41359","HP_TRANSIENT_NEONATAL_DIABETES_MELLITUS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"KCNJ11/ZFP57/ABCC8/PLAGL1/KLF11/PAX4/HNF4A/HNF1A/NEUROD1",9
"M41551","HP_RECURRENT_JOINT_DISLOCATION","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"RYR1/PIEZO2/COL1A2/COL1A1/AEBP1/COL5A2/DSE/BPNT2/LMNA",9
"M41624","HP_VISCERAL_ANGIOMATOSIS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"PTEN/TEK/IDH2/GNAQ/SMAD4/AKT1/PIK3CA/KRAS/PTH1R",9
"M43292","HP_PSEUDOEPIPHYSES_OF_HAND_BONES","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"BMPR1B/CPLX1/NPR3/NSD2/RPS6KA3/ERI1/PCNT/SALL1/GDF5",9
"M48458","GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"IRS1/IGF2/SORBS1/IGF1/EPM2AIP1/PPP1R3B/AKT1/PPP1R3E/AKT2",9
"M48694","HP_WOLFF_PARKINSON_WHITE_SYNDROME","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"MRPS14/IFNG/FNIP1/BMP2/NDUFAF1/TSC1/GTPBP3/TSC2/PRKAG2",9
"M48876","HP_RHOMBENCEPHALOSYNAPSIS","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"STIL/CDON/SIX3/PTCH1/DLL1/EXOC2/DISP1/TGIF1/FOXH1",9
"M50028","HP_ABNORMAL_SUBPLEURAL_MORPHOLOGY","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SLC34A2/STN1/ATP11A/FAM13A/ABCA3/DSP/KDM6A/SFTPC/TERT",9
"M50838","HP_BITEMPORAL_HEMIANOPIA","9/9013","16/16896",0.509252141622097,0.879869686833133,0.801369078013838,"SMARCE1/NF2/BRAF/AKT1/CTNNB1/SMO/PIK3CA/SMARCB1/TERT",9
"M2926","GOCC_CORTICAL_CYTOSKELETON","58/9013","108/16896",0.509452840060606,0.880079384558137,0.80156006683305,"MLPH/ANLN/SHROOM3/SHROOM1/CALB2/COTL1/PIEZO2/MYRIP/PCLO/KRT19/EEF1A1/SELE/SPTBN2/SLC2A1/NF2/CLASP2/PRKCB/PLS1/CORO1A/NUMA1/DLC1/CIB2/PLEKHH2/CLDN5/SHROOM2/MPP1/RTKN/PDE4DIP/MISP/HIP1/EPB41L2/TMOD1/MED28/GMFG/RDX/DSTN/ARPC5L/FLNA/LASP1/DBN1/TRPV4/MTSS2/RAPGEF3/SNX9/PIEZO1/ACTN4/LANCL2/GMFB/FLOT1/SPTAN1/WDR1/WASL/ARPC5/MAPRE1/PPP1R9B/DLG4/SPTB/TRPC4",58
"M15945","GOBP_CELL_FATE_COMMITMENT","155/9013","290/16896",0.509864603168357,0.880653574272108,0.802083028231283,"FOXA1/ERBB4/ELF5/GATA3/SPDEF/IL6ST/SFRP1/BCL2/LMO4/GLI3/SLAMF8/TBX3/FGF10/IFRD1/CDON/DLX2/NFIA/EDNRA/SOX8/RARA/SFRP2/CD69/FGF13/BCL11B/FOXG1/NFIB/TEAD4/TOX/JAK3/EDN1/CTSL/BMP4/SOX6/NR2F2/WNT5A/HOXC10/MESP1/EBF2/PTCH1/SMAD5/PAX6/NOTCH1/WNT5B/SOX9/HDAC2/IRF4/POU4F1/TGFB2/IL23A/IL7/DOCK7/WNT6/TBX19/TFAP2C/GATA2/IL12RB1/GSC/LEO1/TGFB1I1/IL6R/IL6/FZD7/PRKDC/CYLD/TBX5/NRP1/PAX2/TM2D3/ESRP1/BLVRB/SOCS3/EXT1/DLL1/KLF4/BRAF/SLAMF6/CDC73/SMAD4/MTA1/MCL1/PML/CTNNB1/BMPR2/BMP2/SOX17/NR2E1/GATAD2A/PRDM11/NKX2-5/RTF1/CTR9/NANOG/ARHGEF2/PSEN1/TCF3/ETS2/BMPR1A/FOXN1/HES1/TBX21/CHD3/SMO/EPOP/NOTCH3/SMAD1/PROX1/WNT2B/EHMT2/LY9/OLIG1/TBX15/WNT10A/APC/DMRT3/PRDM1/HOXA2/KDR/TBX18/ATOH7/SPN/RAB10/LOXL3/GCM1/ACVR1/LATS1/TBX2/SOX13/TCF7L2/CASP3/POU5F1/DMRTA2/MGA/WNT10B/NOTCH4/FOXA2/FKBP8/LATS2/HOXA11/FOXP3/ZFPM1/PRDM14/LBX1/TBX10/FEV/TRIM15/OLIG2/GSX2/FOXN4/NKX2-1/WNT9B/HNF1B/TLX3/NEUROG1/NEUROD1/GSX1",155
"M35339","HP_REDUNDANT_SKIN","50/9013","93/16896",0.510050281653567,0.880837145807078,0.802250221798615,"FOXC1/ENPP1/CEP55/SLC2A10/FGFR3/HPGD/EZH2/COL3A1/NCF1/PTDSS1/SLC6A8/RAD21/AEBP1/CD96/TRPS1/RPS6KA3/NAA10/WDR37/ATP7A/EFEMP2/ATP6V0A2/MEG3/EXT1/BRAF/NDUFB10/EBP/ANTXR1/DSE/VAC14/RFC2/PEX1/GTF2IRD2/TBX15/MRPS22/KRAS/PIGA/CLIP2/RIN2/GPX4/DNAJC30/GTF2I/PRMT7/BAZ1B/BUD23/H1-4/LIMK1/MAP2K1/OTUD5/FKBP6/KIAA0586",50
"M16731","GOBP_REGULATION_OF_PROTEIN_TARGETING","42/9013","78/16896",0.510825113433681,0.881900686030697,0.803218874612987,"PDZK1/SLC1A1/CDKN2A/ABLIM3/SREBF1/ITGB2/PRNP/ERBB2/BNIP3L/MIEF2/TCAF1/USP36/CIB1/ITGAM/MYO1C/NPEPPS/UBE2D3/CSNK2A2/FYN/BAG3/RAC2/HUWE1/ATP5IF1/CHP1/LEPROT/ARIH2/AKT2/SH3GLB1/PINK1/PARL/UBE2J2/UBE2L3/MIEF1/TOMM7/HTRA2/FBXW7/MICALL2/VPS11/SAE1/HSPA1L/ADCY10/UBL4B",42
"M400","GOMF_CARBON_OXYGEN_LYASE_ACTIVITY","42/9013","78/16896",0.510825113433681,0.881900686030697,0.803218874612987,"CA12/CBS/FASN/CA9/HMGA1/PCBD2/HACD1/NEIL3/POLQ/CA5BP1/CA5B/HSD17B4/ALAD/AUH/CYP1B1/HACD3/CA13/TPI1/THNSL2/ENO1/ECHDC2/CA6/ENOSF1/NEIL1/ECHDC3/DGLUCY/XRCC5/ALKBH1/HACD2/CDYL/PTS/NAXD/POLG/CYP2S1/ECHS1/GMDS/UROS/HADHB/PARK7/POLL/CA5A/HMGA2",42
"M34769","HP_ABNORMAL_ELECTRORETINOGRAM","115/9013","215/16896",0.510996872829632,0.882059951325958,0.80336393050562,"PROM1/REEP6/FOXC1/ARSG/KLHL7/TTC8/ADGRV1/PIEZO2/NEK2/BBS4/TIMP3/IFT88/LZTFL1/BBIP1/BBS1/ARL3/SCLT1/PITPNM3/IFT140/LCA5/VCAN/HSD17B4/TIMM8A/PAX6/PEX12/PRPF3/MERTK/CIB2/IFT74/IFT43/ALG3/BBS5/SPATA7/USP45/TKFC/FDXR/MAK/NPHP1/CEP290/CLN8/KIF3B/BBS10/SNRNP200/GNB5/NUP62/ATF6/IQCB1/CFAP418/EMC1/GTPBP2/ARL6/BBS7/TTLL5/POC1B/BBS2/IFT27/CEP19/CC2D2A/CEP78/CNGA1/BBS12/IMPDH1/PDE6B/MYO7A/RGR/CABP4/CEP104/POMGNT1/AFG3L2/NOTCH3/PEX1/RP9/SUCLA2/OFD1/SCAPER/KIZ/LARGE1/RPGR/POGZ/WDPCP/SEMA4A/NR2E3/CHM/BBS9/TUBB3/AGBL5/ABCA4/MFSD8/DNAJC30/NUP54/PDE6D/TUBA1A/CWC27/BEST1/RLBP1/CFAP410/RNF216/HARS1/GUCA1B/ZNF513/GUCY2D/GUCA1A/RDH12/PDE6G/DHX38/RAB28/CNGB1/COL25A1/PDE6H/PDE6A/PCARE/PRCD/AIPL1/CNGB3/KCNJ13",115
"M10671","GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION","34/9013","63/16896",0.511878822359645,0.882895468790096,0.804124904397458,"CEACAM5/XBP1/IGF2/FRS2/PDCD4/EZH2/RCAN1/FOXP1/PPARA/SOX6/YBX1/NOTCH1/BHLHA15/FZD7/HEY1/TMEM119/DLL1/PRDM6/SMAD4/NFATC1/MED28/BMP2/NKX2-5/DNMT1/TRIM72/EHMT1/YY1/NFATC3/FGF9/PRDM16/HDAC5/PTBP1/MYOCD/CAV3",34
"M1220","GOMF_TRANSLATION_REGULATOR_ACTIVITY","34/9013","63/16896",0.511878822359645,0.882895468790096,0.804124904397458,"IGF2BP3/IGF2BP2/CPEB3/CPEB2/CIRBP/EIF4EBP1/TYMS/RARA/PURA/CELF4/RPS27L/SERBP1/ZNF540/DHX29/CPEB4/EIF4EBP3/SAMD4A/ABCF1/GIGYF2/FXR1/PURB/FMR1/IFRD2/SAMD4B/PAIP2/PABPC1/MIF4GD/PAIP1/EIF4EBP2/LARP1/CELF1/CNBP/RACK1/AIRE",34
"M12823","GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION","34/9013","63/16896",0.511878822359645,0.882895468790096,0.804124904397458,"AIM2/NHERF1/PPARA/PPP2CA/MAGI2/NOP53/PTEN/BTN2A2/KLF4/CIB1/NLRC3/PHLDA3/HLA-G/DDIT3/LEMD2/SMPD3/ARRB2/USP49/PIK3CB/TSC2/INPP5E/PTPRJ/SIRT1/WDR91/SIRT7/RUBCN/SH2B3/FLCN/STAMBP/DAB2IP/RACK1/SFRP5/MUL1/PLK3",34
"M37100","HP_BILATERAL_SINGLE_TRANSVERSE_PALMAR_CREASES","34/9013","63/16896",0.511878822359645,0.882895468790096,0.804124904397458,"BMPR1B/FGFR3/CKAP2L/KAT6B/SMOC1/PEX13/RFC4/ESCO2/PEX12/SMC1A/RAD21/SEPSECS/CD96/TRPS1/CHST3/ROR2/PEX19/EXT1/DPH2/TNNI2/PEX5/PTPRF/PEX1/TPM2/PPP2R3C/DPH1/NOG/TSEN54/TSEN15/FGF9/NIPBL/PEX11B/NECTIN1/GDF5",34
"M38243","HP_FETAL_DISTRESS","34/9013","63/16896",0.511878822359645,0.882895468790096,0.804124904397458,"ENPP1/BUB1/ATP8B1/NDUFAF4/USP18/IL1RN/SLC2A1/NUBPL/IKZF1/CAMK2B/DNMT3A/ATAD3A/NDUFS1/IFT56/NDUFB10/NDUFB9/NDUFS4/LRPPRC/SLC6A9/NDUFAF1/ALDH7A1/ABCD4/NDUFA10/NDUFV1/PIGA/NDUFV2/AP1S2/COX11/TIMMDC1/NDUFAF5/LMNA/CTCF/SON/RPL11",34
"M10085","GOBP_CYTOPLASMIC_TRANSLATION","91/9013","170/16896",0.512057418519266,0.883066221211369,0.804280422552535,"PKP1/CPEB3/RBM24/CPEB2/RPS23/SH3BGRL/RPS29/EIF3H/YBX3/EIF3F/RPL14/NCK1/RBM4/YBX1/SYNCRIP/RPL39L/RPS15A/EIF3B/RPL37/DHX29/CPEB4/RPL15/RPL13/EIF3M/EIF4G1/RPL13A/EIF3A/UNK/RPL22/RPS20/IMPACT/RWDD1/EIF3E/EIF5/HNRNPU/HNRNPD/RPL35A/FMR1/EEF2/AARS1/AKT2/GAPDH/NCBP1/RPL36AL/FTSJ1/SMYD5/EIF2S2/DRG1/SLBP/MTIF2/RPL23/EIF2B5/EIF2B3/RPL3/DHX36/PABPC1/RPS26/RPS16/MIF4GD/NCBP2/RPL7A/ZC3H15/PAIP1/RPL29/EIF3J/GTPBP1/EIF3K/RPL36/RPL10A/RPS27A/RPL12/RPL34/RPL36A/RPS15/RPL19/RPS9/CNBP/RPL18/RACK1/RPL23A/RPL9/RPL11/RPL41/RPL6/RPS3A/RPLP1/RPS2/RPL21/RPL24/RPL28/RPS4X",91
"M13735","GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR","75/9013","140/16896",0.513059303658181,0.884085811979008,0.805209047013227,"FOXM1/RAD51AP1/SKP2/FGF10/EGFR/SMARCE1/CEBPG/FANCB/RAD50/PELI1/UCHL5/KMT5B/RNF8/MRGBP/TIGAR/DDX11/ARID1B/PRKDC/RIF1/ACTL6A/MAD2L2/ABRAXAS1/ARID2/H2AX/VPS72/SMARCA2/BRD8/BRCA1/MEAF6/PRMT1/CREBBP/ING3/SETMAR/UBE2V2/EYA3/SMCHD1/NBN/EPC1/EYA4/TIMELESS/SMARCA4/MRE11/YY1/TMEM161A/ACTR8/PCNA/SPIRE1/TRRAP/OOEP/PHF10/NPAS2/CYREN/PRKCD/HMGB1/BRD7/SMARCC2/SLF2/ERCC6/SIRT1/ERCC8/MRNIP/PBRM1/SHLD2/PARP3/ATM/WAS/UBE2N/SMARCB1/PIAS4/DPF1/RNF126/EPC2/EP400/FMN2/KHDC3L",75
